Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C30,100nF,C_0402_1005Metric,128.190625,-194.468750,270.000000,bottom
C31,100nF,C_0402_1005Metric,0.396875,-124.618750,0.000000,bottom
C32,100nF,C_0402_1005Metric,181.768750,-176.212500,325.000000,bottom
C33,100nF,C_0402_1005Metric,18.653125,-162.718750,180.000000,bottom
C34,100nF,C_0402_1005Metric,177.655625,-132.407500,90.000000,bottom
C35,100nF,C_0402_1005Metric,-0.396875,-200.818750,180.000000,bottom
C36,100nF,C_0402_1005Metric,-57.943750,-201.612500,180.000000,bottom
C37,100nF,C_0402_1005Metric,-110.728125,-177.800000,215.000000,bottom
C38,100nF,C_0402_1005Metric,-111.521875,-135.731250,125.000000,bottom
C39,10uF,C_0402_1005Metric,-104.969375,-164.553125,270.000000,bottom
C40,100nF,C_0402_1005Metric,-102.944375,-167.597500,0.000000,bottom
C41,22nF,C_0402_1005Metric,-101.364375,-168.597500,0.000000,bottom
C42,33nF,C_0402_1005Metric,-101.359375,-169.597500,0.000000,bottom
C43,10uF,C_0402_1005Metric,150.258750,-159.723125,270.000000,bottom
C44,100nF,C_0402_1005Metric,152.345625,-163.017500,0.000000,bottom
C45,22nF,C_0402_1005Metric,152.345625,-164.037500,0.000000,bottom
C46,47uF,C_1206_3216Metric,153.635625,-173.527500,115.000000,bottom
C47,4.7nF,C_0402_1005Metric,-88.900000,-115.887500,270.000000,bottom
C48,4.7nF,C_0402_1005Metric,159.146875,-114.696875,270.000000,bottom
C49,100nF,C_0402_1005Metric,-99.424375,-121.747500,90.000000,bottom
C50,100nF,C_0402_1005Metric,173.385625,-122.657500,90.000000,bottom
C51,100uF,C_1206_3216Metric,-96.440625,-165.496875,180.000000,bottom
C52,100uF,C_1206_3216Metric,-96.440625,-163.115625,180.000000,bottom
C53,47uF,C_1206_3216Metric,-96.440625,-167.878125,180.000000,bottom
C54,33nF,C_0402_1005Metric,152.345625,-165.047500,0.000000,bottom
C55,100uF,C_1206_3216Metric,153.675000,-166.723750,0.000000,bottom
C56,100uF,C_1206_3216Metric,158.035625,-172.717500,25.000000,bottom
D1,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-63.764375,-117.027500,270.000000,bottom
D2,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-58.737500,-136.128125,270.000000,bottom
D3,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-58.737500,-155.178125,270.000000,bottom
D4,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-58.737500,-174.228125,270.000000,bottom
D5,D_Small,D_SOD-323F,-99.254375,-141.577500,225.000000,bottom
D6,D_Small,D_SOD-323F,-98.344375,-143.467500,225.000000,bottom
D7,D_Small,D_SOD-323F,-78.581250,-172.243750,270.000000,bottom
D8,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-58.737500,-190.896875,270.000000,bottom
D9,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-20.637500,-117.078125,270.000000,bottom
D10,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-20.637500,-136.128125,270.000000,bottom
D11,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-20.637500,-155.178125,270.000000,bottom
D12,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-20.637500,-174.228125,270.000000,bottom
D13,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,-20.637500,-193.278125,270.000000,bottom
D14,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,6.350000,-116.681250,270.000000,bottom
D15,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,17.462500,-136.128125,270.000000,bottom
D16,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,22.855625,-155.077500,270.000000,bottom
D17,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,17.462500,-174.228125,270.000000,bottom
D18,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,17.462500,-189.706250,270.000000,bottom
D19,1N4148,D_SOD-323F,-92.914375,-120.937500,45.000000,bottom
D20,D_Schottky_Small,D_SOD-123,-105.024375,-119.777500,270.000000,bottom
D21,1N4148,D_SOD-323F,191.425625,-152.487500,0.000000,bottom
D22,D_Schottky_Small,D_SOD-123,175.005625,-129.117500,270.000000,bottom
D23,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,131.762500,-120.650000,270.000000,bottom
D24,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,74.612500,-120.650000,90.000000,bottom
D25,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,55.562500,-158.750000,90.000000,bottom
D26,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,74.612500,-196.850000,90.000000,bottom
D27,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-58.737500,-120.650000,90.000000,bottom
D28,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,131.762500,-196.850000,270.000000,bottom
D29,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-1.587500,-120.567500,90.000000,bottom
D30,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,180.181250,-180.181250,235.000000,bottom
D31,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,17.462500,-158.750000,90.000000,bottom
D32,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,181.768750,-132.556250,0.000000,bottom
D33,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-1.587500,-196.850000,90.000000,bottom
D34,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,63.896875,-117.078125,270.000000,bottom
D35,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,55.562500,-136.128125,270.000000,bottom
D36,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,55.562500,-153.590625,270.000000,bottom
D37,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,55.562500,-174.228125,270.000000,bottom
D38,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,53.578125,-192.087500,270.000000,bottom
D39,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,93.662500,-117.078125,270.000000,bottom
D40,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,93.662500,-136.128125,270.000000,bottom
D41,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,93.662500,-155.575000,270.000000,bottom
D42,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,93.662500,-174.228125,270.000000,bottom
D43,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,93.662500,-193.278125,270.000000,bottom
D44,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,136.921875,-116.681250,270.000000,bottom
D45,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,131.762500,-136.128125,270.000000,bottom
D46,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,131.762500,-155.575000,270.000000,bottom
D47,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,131.725625,-174.228125,270.000000,bottom
D48,D_Schottky_x2_KCom_AAK,D_SOT-23_AAK,136.765625,-191.484375,270.000000,bottom
D64,D_Small,D_SOD-323F,153.590625,-116.967000,270.000000,bottom
D65,D_Small,D_SOD-323F,152.400000,-136.017000,270.000000,bottom
D66,D_Small,D_SOD-323F,159.025625,-155.527500,270.000000,bottom
D67,D_Small,D_SOD-323F,184.546875,-151.209375,90.000000,bottom
D68,D_Small,D_SOD-323F,186.531250,-151.209375,90.000000,bottom
D69,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-58.737500,-196.927500,90.000000,bottom
D70,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-106.362500,-180.181250,305.000000,bottom
D71,WS2812B,LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm,-108.743750,-132.556250,35.000000,bottom
F1,500mA,Fuse_1206_3216Metric,-106.153125,-115.887500,0.000000,bottom
F2,500mA,Fuse_1206_3216Metric,175.021875,-124.431250,90.000000,bottom
J3,USB_C_Receptacle_USB2.0,USB_C_Receptacle_Hirose_CX90M-16P,-97.234375,-113.109375,0.000000,bottom
J4,USB_C_Receptacle_USB2.0,USB_C_Receptacle_Hirose_CX90M-16P,170.259375,-113.109375,0.000000,bottom
Q1,DTC123J,SOT-723,-90.064375,-120.067500,270.000000,bottom
Q2,DTC123J,SOT-723,191.855625,-154.377500,270.000000,bottom
R1,1M,R_0402_1005Metric,172.865625,-127.477500,180.000000,bottom
R2,4.7k,R_0402_1005Metric,-79.674375,-132.167500,270.000000,bottom
R3,4.7k,R_0402_1005Metric,128.665625,-132.197500,90.000000,bottom
R4,100k,R_0402_1005Metric,188.765625,-156.587500,0.000000,bottom
R5,1.2k,R_0402_1005Metric,-104.969375,-162.083750,270.000000,bottom
R6,10,R_0402_1005Metric,-99.884375,-168.097500,270.000000,bottom
R7,1.2k,R_0402_1005Metric,150.258750,-157.826875,270.000000,bottom
R8,10,R_0402_1005Metric,154.985625,-164.057500,180.000000,bottom
R9,1M,R_0402_1005Metric,-90.090625,-115.887500,270.000000,bottom
R10,1M,R_0402_1005Metric,160.337500,-114.696875,270.000000,bottom
R11,33k,R_0402_1005Metric,-92.279375,-122.517500,225.000000,bottom
R12,33k,R_0402_1005Metric,190.355625,-154.437500,90.000000,bottom
R13,4.7k,R_0402_1005Metric,-100.204375,-119.062500,0.000000,bottom
R14,4.7k,R_0402_1005Metric,-94.104375,-119.062500,180.000000,bottom
R15,4.7k,R_0402_1005Metric,161.925000,-115.887500,0.000000,bottom
R16,4.7k,R_0402_1005Metric,178.990625,-115.887500,180.000000,bottom
R17,100k,R_0402_1005Metric,-92.994375,-126.347500,180.000000,bottom
R18,1M,R_0402_1005Metric,-102.314375,-120.657500,0.000000,bottom
SW4,SW_Push,KXT-311-LHSSwitch,190.855625,-150.537500,180.000000,bottom
SW6,SW_Push,KXT-311-LHSSwitch,-90.904375,-118.197500,0.000000,bottom
U1,SN74LVC1G07DCK3,SN74LVC1G07DCK3,-82.014375,-125.015625,270.000000,bottom
U2,XC6206PxxxMR,SOT-23,174.785625,-133.287500,0.000000,bottom
U3,LM386,SOIC-8_3.9x4.9mm_P1.27mm,-101.794375,-163.362500,0.000000,bottom
U4,SRV05-4,SOT-23-6,55.562500,-121.443750,0.000000,bottom
U5,SRV05-4,SOT-23-6,17.462500,-121.443750,0.000000,bottom
U6,LM386,SOIC-8_3.9x4.9mm_P1.27mm,153.615625,-158.747500,0.000000,bottom
U7,STM32F072CBUx,QFN-48-1EP_7x7mm_P0.5mm_EP5.6x5.6mm,-94.274375,-136.007551,135.000000,bottom
U8,SN74LVC1G07DCK3,SN74LVC1G07DCK3,132.159375,-128.984375,270.000000,bottom
U9,XC6206PxxxMR,SOT-23,-102.864375,-123.877500,270.000000,bottom
U10,STM32F072CBUx,QFN-48-1EP_7x7mm_P0.5mm_EP5.6x5.6mm,181.575625,-159.367500,135.000000,bottom
U11,USBLC6-2SC6,SOT-666,-97.244375,-121.542500,270.000000,bottom
U12,USBLC6-2SC6,SOT-666,170.259375,-121.443750,270.000000,bottom
